Job Title,Job Description,Required Skills,Salary Range,Location,Company,Experience Level,Industry,Job Type,Date Posted,Min Salary,Max Salary,Month,Avg Salary
AI Engineer,Optimize Java-based web applications with Microservices for performance.,"microservices, react, terraform",£40 - £48,Hanoi,FPT Software,Mid-Level,Artificial Intelligence,Part-Time,2024-02-11,40,48,2024-02,44.0
Cloud Architect,Develop and maintain web applications using React for client projects.,"aws, node.js, react, spring boot",£65 - £80,Ho Chi Minh City,Techcombank IT,Senior,Mobile Development,Full-Time,2024-03-26,65,80,2024-03,72.5
Cybersecurity Analyst,Optimize Java-based web applications with Golang for performance.,"aws, golang, python",£21 - £28,Remote,VinAI,Entry-Level,Mobile Development,Full-Time,2024-06-28,21,28,2024-06,24.5
Cloud Architect,Lead development of web and full stack projects utilizing Python.,"golang, java, python",£24 - £39,Remote,Tiki,Entry-Level,Cloud Computing,Full-Time,2024-10-23,24,39,2024-10,31.5
Java Developer,Integrate APIs and microservices using Azure for web systems.,"azure, golang, python",£24 - £31,Ho Chi Minh City,FPT Software,Entry-Level,Cybersecurity,Full-Time,2024-08-01,24,31,2024-08,27.5
Full Stack Web Engineer,Lead development of web and full stack projects utilizing Terraform.,"azure, java, microservices, terraform",£24 - £37,Hanoi,Axon Active,Entry-Level,IT Infrastructure,Full-Time,2024-01-03,24,37,2024-01,30.5
Full Stack Web Engineer,Develop and maintain web applications using Redux for client projects.,"react, redux",£56 - £62,Ho Chi Minh City,Zalo,Senior,Data Science,Part-Time,2024-08-21,56,62,2024-08,59.0
Full Stack Web Engineer,Design scalable backend systems with Spring Boot to support web platforms.,"azure, microservices, node.js, spring boot",£35 - £48,Ho Chi Minh City,FPT Software,Mid-Level,IT Infrastructure,Full-Time,2024-11-02,35,48,2024-11,41.5
DevSecOps Engineer,Optimize Java-based web applications with Golang for performance.,"golang, redux",£28 - £39,Quy Nhon,Haravan,Mid-Level,Mobile Development,Full-Time,2024-07-10,28,39,2024-07,33.5
IoT Specialist,Lead development of web and full stack projects utilizing Terraform.,"python, react, spring boot, terraform",£16 - £27,Remote,Axon Active,Entry-Level,Software Development,Part-Time,2024-07-09,16,27,2024-07,21.5
Full Stack Web Engineer,Develop and maintain web applications using Python for client projects.,"aws, python, react",£38 - £48,Ho Chi Minh City,VinAI,Mid-Level,Data Science,Full-Time,2024-12-05,38,48,2024-12,43.0
Java Developer,Lead development of web and full stack projects utilizing Spring Boot.,"golang, spring boot",£52 - £59,Hue,Tiki,Senior,Cloud Computing,Part-Time,2024-06-12,52,59,2024-06,55.5
Cybersecurity Analyst,Create responsive front-end interfaces with Node.js for modern web apps.,"azure, node.js, python, spring boot",£34 - £43,Da Nang,NashTech,Mid-Level,Data Science,Full-Time,2024-08-31,34,43,2024-08,38.5
AI Engineer,Build full stack solutions using Python to enhance user experience.,"azure, microservices, python",£25 - £33,Ho Chi Minh City,Haravan,Entry-Level,Artificial Intelligence,Full-Time,2024-11-10,25,33,2024-11,29.0
DevSecOps Engineer,Create responsive front-end interfaces with Node.js for modern web apps.,"microservices, node.js",£40 - £52,Ho Chi Minh City,Haravan,Mid-Level,IT Infrastructure,Full-Time,2024-07-24,40,52,2024-07,46.0
DevSecOps Engineer,Design scalable backend systems with Redux to support web platforms.,"node.js, redux",£24 - £35,Can Tho,Viettel Solutions,Entry-Level,Mobile Development,Full-Time,2024-11-02,24,35,2024-11,29.5
IoT Specialist,Develop and maintain web applications using React for client projects.,"java, kubernetes, react, spring boot",£42 - £51,Ho Chi Minh City,Haravan,Mid-Level,Mobile Development,Full-Time,2024-06-03,42,51,2024-06,46.5
Web App Developer,Lead development of web and full stack projects utilizing Python.,"aws, node.js, python, react",£23 - £28,Remote,Techcombank IT,Entry-Level,Web Development,Full-Time,2024-05-28,23,28,2024-05,25.5
DevSecOps Engineer,Build full stack solutions using Golang to enhance user experience.,"golang, kubernetes",£61 - £66,Ho Chi Minh City,Grab Vietnam,Senior,Software Development,Contract-Type,2024-08-16,61,66,2024-08,63.5
Full Stack Web Engineer,Design scalable backend systems with Kubernetes to support web platforms.,"kubernetes, microservices, node.js",£33 - £47,Ho Chi Minh City,Lazada Vietnam,Mid-Level,Cybersecurity,Full-Time,2024-06-12,33,47,2024-06,40.0
Cybersecurity Analyst,Integrate APIs and microservices using AWS for web systems.,"aws, spring boot",£41 - £52,Hanoi,KMS Technology,Mid-Level,Data Science,Full-Time,2024-11-08,41,52,2024-11,46.5
IoT Specialist,Lead development of web and full stack projects utilizing Terraform.,"redux, terraform",£61 - £67,Hanoi,Tiki,Senior,Mobile Development,Contract-Type,2024-11-12,61,67,2024-11,64.0
Cloud Architect,Optimize Java-based web applications with React for performance.,"react, terraform",£21 - £31,Da Nang,Haravan,Entry-Level,Data Science,Full-Time,2024-07-02,21,31,2024-07,26.0
AI Engineer,Design scalable backend systems with AWS to support web platforms.,"aws, spring boot",£15 - £28,Da Nang,VinAI,Entry-Level,Mobile Development,Full-Time,2024-02-16,15,28,2024-02,21.5
Cybersecurity Analyst,Integrate APIs and microservices using React for web systems.,"python, react, spring boot",£17 - £25,Remote,NashTech,Entry-Level,Data Science,Full-Time,2024-01-27,17,25,2024-01,21.0
DevSecOps Engineer,Design scalable backend systems with Kubernetes to support web platforms.,"aws, kubernetes, react, spring boot",£28 - £33,Remote,KMS Technology,Mid-Level,Cybersecurity,Full-Time,2024-05-11,28,33,2024-05,30.5
IoT Specialist,Design scalable backend systems with AWS to support web platforms.,"aws, redux, terraform",£37 - £42,Hanoi,Nexlify Vietnam,Mid-Level,Data Science,Part-Time,2024-04-19,37,42,2024-04,39.5
Cloud Architect,Lead development of web and full stack projects utilizing Terraform.,"aws, golang, terraform",£64 - £77,Ho Chi Minh City,Nexlify Vietnam,Senior,Artificial Intelligence,Full-Time,2024-08-10,64,77,2024-08,70.5
DevSecOps Engineer,Integrate APIs and microservices using Redux for web systems.,"kubernetes, redux, terraform",£23 - £36,Hanoi,VNG,Entry-Level,Cybersecurity,Contract-Type,2024-12-19,23,36,2024-12,29.5
Java Developer,Integrate APIs and microservices using Azure for web systems.,"azure, golang, react",£24 - £36,Remote,VNG,Entry-Level,Data Science,Part-Time,2024-05-06,24,36,2024-05,30.0
AI Engineer,Design scalable backend systems with Microservices to support web platforms.,"golang, microservices, node.js, terraform",£62 - £74,Hanoi,Zalo,Senior,Data Science,Full-Time,2024-04-15,62,74,2024-04,68.0
IoT Specialist,Optimize Java-based web applications with AWS for performance.,"aws, python, react, redux",£42 - £56,Ho Chi Minh City,VinAI,Mid-Level,Cloud Computing,Full-Time,2024-05-11,42,56,2024-05,49.0
Full Stack Web Engineer,Optimize Java-based web applications with React for performance.,"aws, react",£58 - £70,Ho Chi Minh City,Nexlify Vietnam,Senior,Data Science,Contract-Type,2024-01-08,58,70,2024-01,64.0
Cloud Architect,Build full stack solutions using Kubernetes to enhance user experience.,"azure, kubernetes, node.js, python",£27 - £34,Da Nang,Axon Active,Mid-Level,Web Development,Part-Time,2024-02-13,27,34,2024-02,30.5
AI Engineer,Build full stack solutions using Microservices to enhance user experience.,"aws, azure, microservices, terraform",£28 - £33,Ho Chi Minh City,Haravan,Entry-Level,Software Development,Contract-Type,2024-05-10,28,33,2024-05,30.5
DevSecOps Engineer,Develop and maintain web applications using Terraform for client projects.,"microservices, terraform",£65 - £76,Ho Chi Minh City,Grab Vietnam,Senior,Software Development,Full-Time,2024-02-05,65,76,2024-02,70.5
Cloud Architect,Optimize Java-based web applications with Java for performance.,"aws, java, node.js, terraform",£64 - £73,Ho Chi Minh City,Nexlify Vietnam,Senior,Cloud Computing,Full-Time,2024-09-27,64,73,2024-09,68.5
Java Developer,Create responsive front-end interfaces with React for modern web apps.,"aws, react",£30 - £44,Da Nang,Techcombank IT,Mid-Level,IT Infrastructure,Full-Time,2024-09-25,30,44,2024-09,37.0
Cybersecurity Analyst,Optimize Java-based web applications with Node.js for performance.,"node.js, redux",£23 - £35,Remote,VNG,Entry-Level,Software Development,Full-Time,2024-01-30,23,35,2024-01,29.0
Full Stack Web Engineer,Create responsive front-end interfaces with Redux for modern web apps.,"java, redux",£58 - £63,Da Nang,Axon Active,Senior,Data Science,Full-Time,2024-07-13,58,63,2024-07,60.5
Cloud Architect,Lead development of web and full stack projects utilizing Spring Boot.,"react, spring boot",£21 - £36,Ho Chi Minh City,CMC Global,Entry-Level,IT Infrastructure,Full-Time,2024-07-13,21,36,2024-07,28.5
DevSecOps Engineer,Design scalable backend systems with Python to support web platforms.,"aws, azure, python",£22 - £37,Remote,Zalo,Entry-Level,Cybersecurity,Full-Time,2024-02-28,22,37,2024-02,29.5
Java Developer,Develop and maintain web applications using Kubernetes for client projects.,"kubernetes, microservices, terraform",£23 - £29,Da Nang,TMA Solutions,Entry-Level,Data Science,Full-Time,2024-03-24,23,29,2024-03,26.0
Java Developer,Develop and maintain web applications using React for client projects.,"golang, react",£22 - £36,Hai Phong,Shopee Vietnam,Entry-Level,Mobile Development,Full-Time,2024-09-25,22,36,2024-09,29.0
DevSecOps Engineer,Build full stack solutions using Microservices to enhance user experience.,"java, microservices, python",£52 - £58,Da Nang,Shopee Vietnam,Senior,Artificial Intelligence,Full-Time,2024-07-15,52,58,2024-07,55.0
AI Engineer,Integrate APIs and microservices using Redux for web systems.,"azure, python, redux",£15 - £27,Da Nang,Nexlify Vietnam,Entry-Level,Cloud Computing,Full-Time,2024-11-01,15,27,2024-11,21.0
Web App Developer,Optimize Java-based web applications with AWS for performance.,"aws, spring boot",£64 - £75,Hanoi,Tiki,Senior,Data Science,Full-Time,2024-07-12,64,75,2024-07,69.5
Web App Developer,Integrate APIs and microservices using Java for web systems.,"java, python",£30 - £38,Remote,Shopee Vietnam,Mid-Level,IT Infrastructure,Full-Time,2024-09-23,30,38,2024-09,34.0
Cloud Architect,Develop and maintain web applications using React for client projects.,"python, react",£33 - £41,Ho Chi Minh City,Shopee Vietnam,Mid-Level,Cybersecurity,Part-Time,2024-10-06,33,41,2024-10,37.0
Cybersecurity Analyst,Develop and maintain web applications using Java for client projects.,"golang, java, python",£26 - £41,Ho Chi Minh City,CMC Global,Entry-Level,Cloud Computing,Full-Time,2024-03-21,26,41,2024-03,33.5
Cybersecurity Analyst,Develop and maintain web applications using Azure for client projects.,"azure, java, redux, spring boot",£25 - £34,Ho Chi Minh City,Grab Vietnam,Entry-Level,IT Infrastructure,Full-Time,2024-06-19,25,34,2024-06,29.5
Cybersecurity Analyst,Lead development of web and full stack projects utilizing Terraform.,"react, terraform",£34 - £46,Remote,TMA Solutions,Mid-Level,Cloud Computing,Full-Time,2024-09-14,34,46,2024-09,40.0
Full Stack Web Engineer,Optimize Java-based web applications with Kubernetes for performance.,"azure, kubernetes, terraform",£36 - £45,Ho Chi Minh City,TMA Solutions,Mid-Level,IT Infrastructure,Part-Time,2024-04-11,36,45,2024-04,40.5
Java Developer,Develop and maintain web applications using Java for client projects.,"aws, java, node.js",£21 - £27,Vung Tau,KMS Technology,Entry-Level,Software Development,Part-Time,2024-07-20,21,27,2024-07,24.0
DevSecOps Engineer,Build full stack solutions using Node.js to enhance user experience.,"aws, node.js, redux",£55 - £60,Hanoi,VNG,Senior,Data Science,Full-Time,2024-01-29,55,60,2024-01,57.5
Cybersecurity Analyst,Develop and maintain web applications using Azure for client projects.,"aws, azure, terraform",£26 - £33,Ho Chi Minh City,VinAI,Entry-Level,Artificial Intelligence,Full-Time,2024-11-21,26,33,2024-11,29.5
DevSecOps Engineer,Optimize Java-based web applications with AWS for performance.,"aws, azure, java, spring boot",£30 - £38,Ho Chi Minh City,FPT Software,Entry-Level,Mobile Development,Part-Time,2024-04-14,30,38,2024-04,34.0
Full Stack Web Engineer,Design scalable backend systems with React to support web platforms.,"java, react",£31 - £42,Hue,KMS Technology,Mid-Level,Cybersecurity,Contract-Type,2024-10-17,31,42,2024-10,36.5
Cybersecurity Analyst,Optimize Java-based web applications with Redux for performance.,"node.js, redux",£26 - £40,Ho Chi Minh City,Shopee Vietnam,Entry-Level,IT Infrastructure,Part-Time,2024-06-07,26,40,2024-06,33.0
Full Stack Web Engineer,Lead development of web and full stack projects utilizing Terraform.,"azure, java, python, terraform",£33 - £45,Quy Nhon,Axon Active,Mid-Level,Software Development,Full-Time,2024-06-17,33,45,2024-06,39.0
Cybersecurity Analyst,Design scalable backend systems with React to support web platforms.,"python, react, terraform",£21 - £32,Da Nang,Lazada Vietnam,Entry-Level,Artificial Intelligence,Full-Time,2024-08-23,21,32,2024-08,26.5
IoT Specialist,Create responsive front-end interfaces with AWS for modern web apps.,"aws, azure, terraform",£59 - £65,Ho Chi Minh City,VNG,Senior,Artificial Intelligence,Full-Time,2024-01-14,59,65,2024-01,62.0
DevSecOps Engineer,Optimize Java-based web applications with Java for performance.,"azure, java, redux, spring boot",£27 - £34,Ho Chi Minh City,Tiki,Entry-Level,Cloud Computing,Full-Time,2024-01-06,27,34,2024-01,30.5
Cybersecurity Analyst,Lead development of web and full stack projects utilizing Redux.,"aws, react, redux",£65 - £74,Ho Chi Minh City,Shopee Vietnam,Senior,Data Science,Full-Time,2024-02-28,65,74,2024-02,69.5
Cybersecurity Analyst,Create responsive front-end interfaces with Java for modern web apps.,"java, kubernetes, spring boot, terraform",£32 - £43,Ho Chi Minh City,TMA Solutions,Mid-Level,Mobile Development,Full-Time,2024-08-19,32,43,2024-08,37.5
Cloud Architect,Integrate APIs and microservices using Terraform for web systems.,"java, python, redux, terraform",£24 - £31,Ho Chi Minh City,VNG,Entry-Level,Web Development,Part-Time,2024-04-10,24,31,2024-04,27.5
Web App Developer,Design scalable backend systems with React to support web platforms.,"kubernetes, node.js, react",£23 - £34,Hanoi,Haravan,Entry-Level,Artificial Intelligence,Full-Time,2024-05-14,23,34,2024-05,28.5
Web App Developer,Design scalable backend systems with Redux to support web platforms.,"node.js, python, redux, terraform",£60 - £72,Ho Chi Minh City,Viettel Solutions,Senior,Cloud Computing,Full-Time,2024-06-03,60,72,2024-06,66.0
Full Stack Web Engineer,Build full stack solutions using Redux to enhance user experience.,"golang, node.js, python, redux",£34 - £44,Hanoi,Viettel Solutions,Mid-Level,IT Infrastructure,Full-Time,2024-12-29,34,44,2024-12,39.0
IoT Specialist,Integrate APIs and microservices using Azure for web systems.,"azure, java, kubernetes, spring boot",£42 - £53,Hanoi,Grab Vietnam,Mid-Level,Software Development,Full-Time,2024-01-18,42,53,2024-01,47.5
Cybersecurity Analyst,Create responsive front-end interfaces with Golang for modern web apps.,"golang, microservices, node.js, terraform",£51 - £57,Da Nang,KMS Technology,Senior,Cybersecurity,Full-Time,2024-12-01,51,57,2024-12,54.0
Web App Developer,Develop and maintain web applications using Python for client projects.,"node.js, python, react",£33 - £40,Hanoi,NashTech,Mid-Level,Cybersecurity,Full-Time,2024-01-19,33,40,2024-01,36.5
Cybersecurity Analyst,Lead development of web and full stack projects utilizing React.,"aws, kubernetes, react, redux",£39 - £45,Ho Chi Minh City,CMC Global,Mid-Level,Software Development,Full-Time,2024-10-09,39,45,2024-10,42.0
Cloud Architect,Create responsive front-end interfaces with Terraform for modern web apps.,"golang, kubernetes, terraform",£36 - £41,Ho Chi Minh City,NashTech,Mid-Level,Cybersecurity,Contract-Type,2024-05-18,36,41,2024-05,38.5
IoT Specialist,Build full stack solutions using React to enhance user experience.,"java, react, redux",£31 - £36,Da Nang,Nexlify Vietnam,Mid-Level,Cybersecurity,Full-Time,2024-06-08,31,36,2024-06,33.5
AI Engineer,Integrate APIs and microservices using AWS for web systems.,"aws, microservices",£33 - £42,Da Nang,Techcombank IT,Mid-Level,Cybersecurity,Full-Time,2024-08-05,33,42,2024-08,37.5
DevSecOps Engineer,Develop and maintain web applications using Golang for client projects.,"azure, golang, microservices, spring boot",£58 - £66,Hanoi,KMS Technology,Senior,Cloud Computing,Full-Time,2024-12-07,58,66,2024-12,62.0
Web App Developer,Develop and maintain web applications using Spring Boot for client projects.,"azure, redux, spring boot",£18 - £23,Remote,Viettel Solutions,Entry-Level,Cloud Computing,Full-Time,2024-07-02,18,23,2024-07,20.5
IoT Specialist,Create responsive front-end interfaces with Microservices for modern web apps.,"aws, microservices",£36 - £48,Ho Chi Minh City,Techcombank IT,Mid-Level,Cybersecurity,Contract-Type,2024-07-29,36,48,2024-07,42.0
Web App Developer,Lead development of web and full stack projects utilizing Spring Boot.,"aws, spring boot",£29 - £34,Hanoi,VNG,Entry-Level,Artificial Intelligence,Full-Time,2024-10-16,29,34,2024-10,31.5
Java Developer,Build full stack solutions using AWS to enhance user experience.,"aws, kubernetes, node.js, react",£56 - £65,Hanoi,CMC Global,Senior,Cloud Computing,Full-Time,2024-01-29,56,65,2024-01,60.5
IoT Specialist,Design scalable backend systems with Java to support web platforms.,"golang, java, redux",£22 - £37,Vung Tau,Viettel Solutions,Entry-Level,Cloud Computing,Full-Time,2024-01-11,22,37,2024-01,29.5
Cybersecurity Analyst,Optimize Java-based web applications with Azure for performance.,"azure, golang, kubernetes, redux",£37 - £44,Hanoi,KMS Technology,Mid-Level,Web Development,Full-Time,2024-10-31,37,44,2024-10,40.5
Web App Developer,Optimize Java-based web applications with Java for performance.,"golang, java, python, terraform",£39 - £52,Ho Chi Minh City,Viettel Solutions,Mid-Level,Cloud Computing,Contract-Type,2024-08-08,39,52,2024-08,45.5
Full Stack Web Engineer,Lead development of web and full stack projects utilizing Spring Boot.,"redux, spring boot",£65 - £71,Ho Chi Minh City,VNG,Senior,Web Development,Contract-Type,2024-01-13,65,71,2024-01,68.0
Java Developer,Develop and maintain web applications using Microservices for client projects.,"aws, microservices, terraform",£22 - £32,Hue,Nexlify Vietnam,Entry-Level,Mobile Development,Full-Time,2024-09-20,22,32,2024-09,27.0
Cybersecurity Analyst,Lead development of web and full stack projects utilizing Java.,"golang, java",£37 - £49,Nha Trang,Tiki,Mid-Level,Mobile Development,Part-Time,2024-04-20,37,49,2024-04,43.0
AI Engineer,Create responsive front-end interfaces with Node.js for modern web apps.,"node.js, react, spring boot",£56 - £68,Ho Chi Minh City,Nexlify Vietnam,Senior,Cloud Computing,Part-Time,2024-06-06,56,68,2024-06,62.0
Cloud Architect,Build full stack solutions using React to enhance user experience.,"azure, react, redux",£58 - £64,Ho Chi Minh City,Nexlify Vietnam,Senior,Cybersecurity,Contract-Type,2024-03-21,58,64,2024-03,61.0
AI Engineer,Integrate APIs and microservices using Spring Boot for web systems.,"azure, spring boot",£59 - £69,Ho Chi Minh City,KMS Technology,Senior,Artificial Intelligence,Full-Time,2024-01-20,59,69,2024-01,64.0
Web App Developer,Integrate APIs and microservices using Azure for web systems.,"azure, java, node.js, react",£56 - £67,Remote,Axon Active,Senior,Software Development,Full-Time,2024-04-01,56,67,2024-04,61.5
DevSecOps Engineer,Optimize Java-based web applications with AWS for performance.,"aws, python, react, terraform",£35 - £44,Ho Chi Minh City,Viettel Solutions,Mid-Level,Software Development,Full-Time,2024-04-06,35,44,2024-04,39.5
Cloud Architect,Integrate APIs and microservices using Python for web systems.,"java, python, react",£30 - £42,Hanoi,Viettel Solutions,Entry-Level,Data Science,Full-Time,2024-08-09,30,42,2024-08,36.0
AI Engineer,Develop and maintain web applications using Java for client projects.,"java, microservices, node.js",£27 - £40,Hanoi,CMC Global,Entry-Level,Data Science,Contract-Type,2024-12-07,27,40,2024-12,33.5
Web App Developer,Design scalable backend systems with Microservices to support web platforms.,"java, microservices, terraform",£50 - £60,Remote,Haravan,Senior,Cybersecurity,Full-Time,2024-04-13,50,60,2024-04,55.0
IoT Specialist,Build full stack solutions using Kubernetes to enhance user experience.,"azure, java, kubernetes, terraform",£34 - £45,Ho Chi Minh City,Lazada Vietnam,Mid-Level,Artificial Intelligence,Full-Time,2024-08-13,34,45,2024-08,39.5
Full Stack Web Engineer,Design scalable backend systems with Java to support web platforms.,"azure, java",£40 - £50,Hanoi,Zalo,Mid-Level,Web Development,Full-Time,2024-03-17,40,50,2024-03,45.0
Full Stack Web Engineer,Build full stack solutions using AWS to enhance user experience.,"aws, redux",£34 - £48,Ho Chi Minh City,VinAI,Mid-Level,Software Development,Full-Time,2024-06-11,34,48,2024-06,41.0
IoT Specialist,Create responsive front-end interfaces with Node.js for modern web apps.,"golang, node.js, react",£57 - £67,Hanoi,Zalo,Senior,Web Development,Full-Time,2024-12-13,57,67,2024-12,62.0
Java Developer,Lead development of web and full stack projects utilizing AWS.,"aws, azure, redux, terraform",£23 - £35,Remote,CMC Global,Entry-Level,Artificial Intelligence,Full-Time,2024-09-05,23,35,2024-09,29.0
Cybersecurity Analyst,Lead development of web and full stack projects utilizing React.,"react, redux",£28 - £39,Ho Chi Minh City,NashTech,Entry-Level,Artificial Intelligence,Part-Time,2024-09-16,28,39,2024-09,33.5
DevSecOps Engineer,Develop and maintain web applications using Azure for client projects.,"aws, azure, java, python",£57 - £72,Da Nang,NashTech,Senior,Data Science,Full-Time,2024-08-01,57,72,2024-08,64.5
Full Stack Web Engineer,Integrate APIs and microservices using Golang for web systems.,"aws, golang, microservices, terraform",£17 - £22,Quy Nhon,Zalo,Entry-Level,Software Development,Full-Time,2024-01-18,17,22,2024-01,19.5
Web App Developer,Build full stack solutions using Golang to enhance user experience.,"golang, node.js, react",£32 - £40,Hanoi,Nexlify Vietnam,Mid-Level,Cloud Computing,Full-Time,2024-08-27,32,40,2024-08,36.0
Cloud Architect,Integrate APIs and microservices using Golang for web systems.,"azure, golang, react, redux",£34 - £43,Da Nang,VNG,Mid-Level,Data Science,Part-Time,2024-09-01,34,43,2024-09,38.5
Cloud Architect,Optimize Java-based web applications with Microservices for performance.,"java, microservices, node.js, python",£31 - £40,Remote,Tiki,Mid-Level,Mobile Development,Full-Time,2024-09-14,31,40,2024-09,35.5
DevSecOps Engineer,Build full stack solutions using Microservices to enhance user experience.,"aws, java, microservices, python",£23 - £37,Da Nang,FPT Software,Entry-Level,Data Science,Full-Time,2024-10-10,23,37,2024-10,30.0
Java Developer,Integrate APIs and microservices using Microservices for web systems.,"microservices, redux",£60 - £69,Can Tho,TMA Solutions,Senior,Cybersecurity,Full-Time,2024-08-18,60,69,2024-08,64.5
Cybersecurity Analyst,Integrate APIs and microservices using Terraform for web systems.,"aws, azure, java, terraform",£38 - £46,Hanoi,Tiki,Mid-Level,Data Science,Part-Time,2024-09-11,38,46,2024-09,42.0
AI Engineer,Create responsive front-end interfaces with Terraform for modern web apps.,"react, terraform",£18 - £29,Da Nang,Haravan,Entry-Level,Web Development,Full-Time,2024-06-25,18,29,2024-06,23.5
Cybersecurity Analyst,Lead development of web and full stack projects utilizing Redux.,"java, react, redux",£15 - £20,Da Nang,Grab Vietnam,Entry-Level,Data Science,Full-Time,2024-08-23,15,20,2024-08,17.5
Web App Developer,Lead development of web and full stack projects utilizing Node.js.,"azure, java, node.js, react",£24 - £32,Ho Chi Minh City,Tiki,Entry-Level,Cybersecurity,Full-Time,2024-11-08,24,32,2024-11,28.0
IoT Specialist,Develop and maintain web applications using Python for client projects.,"python, redux",£39 - £44,Ho Chi Minh City,VinAI,Mid-Level,Software Development,Contract-Type,2024-03-14,39,44,2024-03,41.5
Full Stack Web Engineer,Develop and maintain web applications using Terraform for client projects.,"kubernetes, react, redux, terraform",£65 - £75,Ho Chi Minh City,Grab Vietnam,Senior,Cloud Computing,Full-Time,2024-02-01,65,75,2024-02,70.0
Web App Developer,Design scalable backend systems with Azure to support web platforms.,"azure, node.js, python, spring boot",£27 - £37,Hanoi,Tiki,Entry-Level,Web Development,Full-Time,2024-08-22,27,37,2024-08,32.0
Full Stack Web Engineer,Create responsive front-end interfaces with Java for modern web apps.,"aws, java",£38 - £46,Ho Chi Minh City,Axon Active,Mid-Level,Artificial Intelligence,Full-Time,2024-02-11,38,46,2024-02,42.0
Java Developer,Create responsive front-end interfaces with Golang for modern web apps.,"golang, microservices, redux",£59 - £65,Vung Tau,NashTech,Senior,Software Development,Full-Time,2024-04-05,59,65,2024-04,62.0
Cloud Architect,Design scalable backend systems with React to support web platforms.,"kubernetes, react",£64 - £71,Ho Chi Minh City,Zalo,Senior,Cloud Computing,Full-Time,2024-10-09,64,71,2024-10,67.5
DevSecOps Engineer,Design scalable backend systems with Azure to support web platforms.,"azure, kubernetes, terraform",£30 - £37,Ho Chi Minh City,VNG,Entry-Level,Cybersecurity,Full-Time,2024-08-01,30,37,2024-08,33.5
Cloud Architect,Create responsive front-end interfaces with Redux for modern web apps.,"golang, node.js, react, redux",£20 - £32,Hanoi,TMA Solutions,Entry-Level,Software Development,Full-Time,2024-10-21,20,32,2024-10,26.0
Cybersecurity Analyst,Design scalable backend systems with Redux to support web platforms.,"java, redux",£18 - £32,Vung Tau,NashTech,Entry-Level,Web Development,Full-Time,2024-08-08,18,32,2024-08,25.0
Cybersecurity Analyst,Create responsive front-end interfaces with Kubernetes for modern web apps.,"kubernetes, microservices, terraform",£59 - £68,Ho Chi Minh City,Techcombank IT,Senior,Web Development,Part-Time,2024-12-11,59,68,2024-12,63.5
AI Engineer,Optimize Java-based web applications with Azure for performance.,"azure, terraform",£22 - £30,Remote,TMA Solutions,Entry-Level,Cloud Computing,Part-Time,2024-02-02,22,30,2024-02,26.0
IoT Specialist,Lead development of web and full stack projects utilizing AWS.,"aws, java, kubernetes, redux",£57 - £63,Ho Chi Minh City,KMS Technology,Senior,Data Science,Part-Time,2024-12-09,57,63,2024-12,60.0
Full Stack Web Engineer,Build full stack solutions using Golang to enhance user experience.,"golang, kubernetes, redux",£21 - £31,Hanoi,Grab Vietnam,Entry-Level,Artificial Intelligence,Part-Time,2024-11-24,21,31,2024-11,26.0
DevSecOps Engineer,Build full stack solutions using Redux to enhance user experience.,"kubernetes, redux",£56 - £67,Hanoi,Lazada Vietnam,Senior,IT Infrastructure,Full-Time,2024-03-11,56,67,2024-03,61.5
AI Engineer,Lead development of web and full stack projects utilizing Node.js.,"java, node.js",£27 - £40,Hanoi,Tiki,Entry-Level,Cybersecurity,Full-Time,2024-12-30,27,40,2024-12,33.5
Full Stack Web Engineer,Design scalable backend systems with Golang to support web platforms.,"golang, kubernetes",£60 - £75,Hanoi,Axon Active,Senior,Cybersecurity,Full-Time,2024-11-23,60,75,2024-11,67.5
DevSecOps Engineer,Develop and maintain web applications using Python for client projects.,"azure, java, python, redux",£24 - £32,Da Nang,Lazada Vietnam,Entry-Level,Artificial Intelligence,Full-Time,2024-07-25,24,32,2024-07,28.0
Cybersecurity Analyst,Develop and maintain web applications using AWS for client projects.,"aws, python",£40 - £50,Hanoi,Haravan,Mid-Level,Data Science,Full-Time,2024-10-09,40,50,2024-10,45.0
Web App Developer,Create responsive front-end interfaces with Redux for modern web apps.,"golang, redux, spring boot",£36 - £46,Remote,FPT Software,Mid-Level,IT Infrastructure,Full-Time,2024-08-18,36,46,2024-08,41.0
Cybersecurity Analyst,Integrate APIs and microservices using Java for web systems.,"golang, java",£63 - £69,Hanoi,Zalo,Senior,Cybersecurity,Part-Time,2024-11-20,63,69,2024-11,66.0
Java Developer,Optimize Java-based web applications with Azure for performance.,"azure, golang",£21 - £32,Ho Chi Minh City,Haravan,Entry-Level,Artificial Intelligence,Part-Time,2024-04-28,21,32,2024-04,26.5
DevSecOps Engineer,Design scalable backend systems with Golang to support web platforms.,"golang, python",£23 - £33,Hanoi,VNG,Entry-Level,Web Development,Full-Time,2024-12-30,23,33,2024-12,28.0
Java Developer,Lead development of web and full stack projects utilizing Node.js.,"node.js, redux",£18 - £28,Da Nang,Haravan,Entry-Level,Data Science,Full-Time,2024-12-21,18,28,2024-12,23.0
AI Engineer,Lead development of web and full stack projects utilizing Microservices.,"microservices, python",£24 - £38,Ho Chi Minh City,Haravan,Entry-Level,Cybersecurity,Contract-Type,2024-03-27,24,38,2024-03,31.0
