Job Title,Job Description,Required Skills,Salary Range,Location,Company,Experience Level,Industry,Job Type,Date Posted,Min Salary,Max Salary,Month,Avg Salary,JobID,All,Job Description	
FullStackWebEngineer,LeaddevelopmentofwebandfullstackprojectsutilizingPython.,"kubernetes,microservices,node.js,python",£28-£33,HoChiMinhCity,NexlifyVietnam,Entry-Level,DataScience,Full-Time,2024-09-17,28,33,2024-09,30.5,8457,"FullStackWebEngineer,LeaddevelopmentofwebandfullstackprojectsutilizingPython.,kubernetes,microservices,node.js,python,£28-£33,HoChiMinhCity,NexlifyVietnam,Entry-Level,DataScience,Full-Time,2024-09-17,28,33,2024-09,30.5,8457",8457
IoTSpecialist,LeaddevelopmentofwebandfullstackprojectsutilizingJava.,"java,microservices,python,terraform",£50-£56,Remote,ShopeeVietnam,Senior,DataScience,Full-Time,2024-05-18,50,56,2024-05,53.0,8458,"IoTSpecialist,LeaddevelopmentofwebandfullstackprojectsutilizingJava.,java,microservices,python,terraform,£50-£56,Remote,ShopeeVietnam,Senior,DataScience,Full-Time,2024-05-18,50,56,2024-05,53.0,8458",8458
CloudArchitect,LeaddevelopmentofwebandfullstackprojectsutilizingNode.js.,"microservices,node.js",£39-£52,Hanoi,GrabVietnam,Mid-Level,WebDevelopment,Part-Time,2024-06-16,39,52,2024-06,45.5,8459,"CloudArchitect,LeaddevelopmentofwebandfullstackprojectsutilizingNode.js.,microservices,node.js,£39-£52,Hanoi,GrabVietnam,Mid-Level,WebDevelopment,Part-Time,2024-06-16,39,52,2024-06,45.5,8459",8459
WebAppDeveloper,DesignscalablebackendsystemswithSpringBoottosupportwebplatforms.,"golang,node.js,springboot,terraform",£17-£22,DaNang,LazadaVietnam,Entry-Level,ITInfrastructure,Contract-Type,2024-12-08,17,22,2024-12,19.5,8460,"WebAppDeveloper,DesignscalablebackendsystemswithSpringBoottosupportwebplatforms.,golang,node.js,springboot,terraform,£17-£22,DaNang,LazadaVietnam,Entry-Level,ITInfrastructure,Contract-Type,2024-12-08,17,22,2024-12,19.5,8460",8460
IoTSpecialist,IntegrateAPIsandmicroservicesusingReduxforwebsystems.,"react,redux,terraform",£23-£33,HoChiMinhCity,Tiki,Entry-Level,Cybersecurity,Full-Time,2024-01-22,23,33,2024-01,28.0,8461,"IoTSpecialist,IntegrateAPIsandmicroservicesusingReduxforwebsystems.,react,redux,terraform,£23-£33,HoChiMinhCity,Tiki,Entry-Level,Cybersecurity,Full-Time,2024-01-22,23,33,2024-01,28.0,8461",8461
FullStackWebEngineer,DevelopandmaintainwebapplicationsusingReactforclientprojects.,"azure,kubernetes,react",£28-£34,Hanoi,Zalo,Entry-Level,WebDevelopment,Full-Time,2024-10-15,28,34,2024-10,31.0,8462,"FullStackWebEngineer,DevelopandmaintainwebapplicationsusingReactforclientprojects.,azure,kubernetes,react,£28-£34,Hanoi,Zalo,Entry-Level,WebDevelopment,Full-Time,2024-10-15,28,34,2024-10,31.0,8462",8462
FullStackWebEngineer,OptimizeJava-basedwebapplicationswithPythonforperformance.,"golang,python,springboot",£56-£67,Remote,VNG,Senior,ArtificialIntelligence,Full-Time,2024-06-18,56,67,2024-06,61.5,8463,"FullStackWebEngineer,OptimizeJava-basedwebapplicationswithPythonforperformance.,golang,python,springboot,£56-£67,Remote,VNG,Senior,ArtificialIntelligence,Full-Time,2024-06-18,56,67,2024-06,61.5,8463",8463
CybersecurityAnalyst,LeaddevelopmentofwebandfullstackprojectsutilizingMicroservices.,"microservices,node.js,springboot",£59-£68,Remote,GrabVietnam,Senior,WebDevelopment,Contract-Type,2024-05-04,59,68,2024-05,63.5,8464,"CybersecurityAnalyst,LeaddevelopmentofwebandfullstackprojectsutilizingMicroservices.,microservices,node.js,springboot,£59-£68,Remote,GrabVietnam,Senior,WebDevelopment,Contract-Type,2024-05-04,59,68,2024-05,63.5,8464",8464
DevSecOpsEngineer,OptimizeJava-basedwebapplicationswithReduxforperformance.,"golang,java,python,redux",£40-£53,Hanoi,Haravan,Mid-Level,WebDevelopment,Full-Time,2024-10-05,40,53,2024-10,46.5,8465,"DevSecOpsEngineer,OptimizeJava-basedwebapplicationswithReduxforperformance.,golang,java,python,redux,£40-£53,Hanoi,Haravan,Mid-Level,WebDevelopment,Full-Time,2024-10-05,40,53,2024-10,46.5,8465",8465
JavaDeveloper,DesignscalablebackendsystemswithPythontosupportwebplatforms.,"microservices,node.js,python",£28-£38,HaiPhong,GrabVietnam,Mid-Level,CloudComputing,Full-Time,2024-04-24,28,38,2024-04,33.0,8466,"JavaDeveloper,DesignscalablebackendsystemswithPythontosupportwebplatforms.,microservices,node.js,python,£28-£38,HaiPhong,GrabVietnam,Mid-Level,CloudComputing,Full-Time,2024-04-24,28,38,2024-04,33.0,8466",8466
AIEngineer,OptimizeJava-basedwebapplicationswithPythonforperformance.,"python,springboot",£25-£40,DaNang,LazadaVietnam,Entry-Level,CloudComputing,Contract-Type,2024-02-10,25,40,2024-02,32.5,8467,"AIEngineer,OptimizeJava-basedwebapplicationswithPythonforperformance.,python,springboot,£25-£40,DaNang,LazadaVietnam,Entry-Level,CloudComputing,Contract-Type,2024-02-10,25,40,2024-02,32.5,8467",8467
JavaDeveloper,BuildfullstacksolutionsusingPythontoenhanceuserexperience.,"kubernetes,node.js,python",£37-£49,HoChiMinhCity,TMASolutions,Mid-Level,ArtificialIntelligence,Full-Time,2024-03-15,37,49,2024-03,43.0,8468,"JavaDeveloper,BuildfullstacksolutionsusingPythontoenhanceuserexperience.,kubernetes,node.js,python,£37-£49,HoChiMinhCity,TMASolutions,Mid-Level,ArtificialIntelligence,Full-Time,2024-03-15,37,49,2024-03,43.0,8468",8468
JavaDeveloper,DevelopandmaintainwebapplicationsusingGolangforclientprojects.,"golang,microservices,springboot,terraform",£52-£62,DaNang,ShopeeVietnam,Senior,DataScience,Full-Time,2024-12-23,52,62,2024-12,57.0,8469,"JavaDeveloper,DevelopandmaintainwebapplicationsusingGolangforclientprojects.,golang,microservices,springboot,terraform,£52-£62,DaNang,ShopeeVietnam,Senior,DataScience,Full-Time,2024-12-23,52,62,2024-12,57.0,8469",8469
WebAppDeveloper,OptimizeJava-basedwebapplicationswithReactforperformance.,"aws,azure,react,terraform",£36-£41,Remote,TechcombankIT,Mid-Level,SoftwareDevelopment,Contract-Type,2024-11-04,36,41,2024-11,38.5,8470,"WebAppDeveloper,OptimizeJava-basedwebapplicationswithReactforperformance.,aws,azure,react,terraform,£36-£41,Remote,TechcombankIT,Mid-Level,SoftwareDevelopment,Contract-Type,2024-11-04,36,41,2024-11,38.5,8470",8470
JavaDeveloper,BuildfullstacksolutionsusingReduxtoenhanceuserexperience.,"node.js,redux,springboot",£62-£69,HoChiMinhCity,NashTech,Senior,WebDevelopment,Full-Time,2024-10-05,62,69,2024-10,65.5,8471,"JavaDeveloper,BuildfullstacksolutionsusingReduxtoenhanceuserexperience.,node.js,redux,springboot,£62-£69,HoChiMinhCity,NashTech,Senior,WebDevelopment,Full-Time,2024-10-05,62,69,2024-10,65.5,8471",8471
IoTSpecialist,IntegrateAPIsandmicroservicesusingSpringBootforwebsystems.,"aws,java,node.js,springboot",£64-£72,HoChiMinhCity,Haravan,Senior,SoftwareDevelopment,Full-Time,2024-08-19,64,72,2024-08,68.0,8472,"IoTSpecialist,IntegrateAPIsandmicroservicesusingSpringBootforwebsystems.,aws,java,node.js,springboot,£64-£72,HoChiMinhCity,Haravan,Senior,SoftwareDevelopment,Full-Time,2024-08-19,64,72,2024-08,68.0,8472",8472
IoTSpecialist,LeaddevelopmentofwebandfullstackprojectsutilizingPython.,"python,springboot",£40-£51,Hanoi,NashTech,Mid-Level,MobileDevelopment,Contract-Type,2024-12-29,40,51,2024-12,45.5,8473,"IoTSpecialist,LeaddevelopmentofwebandfullstackprojectsutilizingPython.,python,springboot,£40-£51,Hanoi,NashTech,Mid-Level,MobileDevelopment,Contract-Type,2024-12-29,40,51,2024-12,45.5,8473",8473
JavaDeveloper,DevelopandmaintainwebapplicationsusingJavaforclientprojects.,"java,python",£24-£29,DaNang,TMASolutions,Entry-Level,DataScience,Full-Time,2024-05-17,24,29,2024-05,26.5,8474,"JavaDeveloper,DevelopandmaintainwebapplicationsusingJavaforclientprojects.,java,python,£24-£29,DaNang,TMASolutions,Entry-Level,DataScience,Full-Time,2024-05-17,24,29,2024-05,26.5,8474",8474
AIEngineer,IntegrateAPIsandmicroservicesusingAWSforwebsystems.,"aws,python,react,springboot",£27-£38,Hanoi,ShopeeVietnam,Entry-Level,CloudComputing,Part-Time,2024-05-18,27,38,2024-05,32.5,8475,"AIEngineer,IntegrateAPIsandmicroservicesusingAWSforwebsystems.,aws,python,react,springboot,£27-£38,Hanoi,ShopeeVietnam,Entry-Level,CloudComputing,Part-Time,2024-05-18,27,38,2024-05,32.5,8475",8475
FullStackWebEngineer,DesignscalablebackendsystemswithSpringBoottosupportwebplatforms.,"azure,java,kubernetes,springboot",£41-£46,HoChiMinhCity,VNG,Mid-Level,CloudComputing,Contract-Type,2024-08-15,41,46,2024-08,43.5,8476,"FullStackWebEngineer,DesignscalablebackendsystemswithSpringBoottosupportwebplatforms.,azure,java,kubernetes,springboot,£41-£46,HoChiMinhCity,VNG,Mid-Level,CloudComputing,Contract-Type,2024-08-15,41,46,2024-08,43.5,8476",8476
CybersecurityAnalyst,LeaddevelopmentofwebandfullstackprojectsutilizingReact.,"node.js,react,redux",£37-£48,HoChiMinhCity,VNG,Mid-Level,ArtificialIntelligence,Full-Time,2024-02-22,37,48,2024-02,42.5,8477,"CybersecurityAnalyst,LeaddevelopmentofwebandfullstackprojectsutilizingReact.,node.js,react,redux,£37-£48,HoChiMinhCity,VNG,Mid-Level,ArtificialIntelligence,Full-Time,2024-02-22,37,48,2024-02,42.5,8477",8477
AIEngineer,LeaddevelopmentofwebandfullstackprojectsutilizingAWS.,"aws,java,kubernetes,node.js",£18-£26,Remote,AxonActive,Entry-Level,ArtificialIntelligence,Contract-Type,2024-05-23,18,26,2024-05,22.0,8478,"AIEngineer,LeaddevelopmentofwebandfullstackprojectsutilizingAWS.,aws,java,kubernetes,node.js,£18-£26,Remote,AxonActive,Entry-Level,ArtificialIntelligence,Contract-Type,2024-05-23,18,26,2024-05,22.0,8478",8478
WebAppDeveloper,Createresponsivefront-endinterfaceswithNode.jsformodernwebapps.,"golang,node.js,react,terraform",£37-£43,HoChiMinhCity,KMSTechnology,Mid-Level,CloudComputing,Full-Time,2024-10-03,37,43,2024-10,40.0,8479,"WebAppDeveloper,Createresponsivefront-endinterfaceswithNode.jsformodernwebapps.,golang,node.js,react,terraform,£37-£43,HoChiMinhCity,KMSTechnology,Mid-Level,CloudComputing,Full-Time,2024-10-03,37,43,2024-10,40.0,8479",8479
CybersecurityAnalyst,Createresponsivefront-endinterfaceswithPythonformodernwebapps.,"azure,python",£37-£51,Remote,LazadaVietnam,Mid-Level,ArtificialIntelligence,Full-Time,2024-11-06,37,51,2024-11,44.0,8480,"CybersecurityAnalyst,Createresponsivefront-endinterfaceswithPythonformodernwebapps.,azure,python,£37-£51,Remote,LazadaVietnam,Mid-Level,ArtificialIntelligence,Full-Time,2024-11-06,37,51,2024-11,44.0,8480",8480
FullStackWebEngineer,OptimizeJava-basedwebapplicationswithAWSforperformance.,"aws,azure,kubernetes,terraform",£42-£55,Hanoi,Haravan,Mid-Level,ITInfrastructure,Full-Time,2024-03-30,42,55,2024-03,48.5,8481,"FullStackWebEngineer,OptimizeJava-basedwebapplicationswithAWSforperformance.,aws,azure,kubernetes,terraform,£42-£55,Hanoi,Haravan,Mid-Level,ITInfrastructure,Full-Time,2024-03-30,42,55,2024-03,48.5,8481",8481
IoTSpecialist,DevelopandmaintainwebapplicationsusingAWSforclientprojects.,"aws,microservices,node.js,react",£63-£71,Hanoi,CMCGlobal,Senior,WebDevelopment,Full-Time,2024-07-28,63,71,2024-07,67.0,8482,"IoTSpecialist,DevelopandmaintainwebapplicationsusingAWSforclientprojects.,aws,microservices,node.js,react,£63-£71,Hanoi,CMCGlobal,Senior,WebDevelopment,Full-Time,2024-07-28,63,71,2024-07,67.0,8482",8482
JavaDeveloper,DevelopandmaintainwebapplicationsusingSpringBootforclientprojects.,"aws,microservices,springboot",£57-£71,DaNang,NashTech,Senior,WebDevelopment,Part-Time,2024-10-21,57,71,2024-10,64.0,8483,"JavaDeveloper,DevelopandmaintainwebapplicationsusingSpringBootforclientprojects.,aws,microservices,springboot,£57-£71,DaNang,NashTech,Senior,WebDevelopment,Part-Time,2024-10-21,57,71,2024-10,64.0,8483",8483
FullStackWebEngineer,LeaddevelopmentofwebandfullstackprojectsutilizingNode.js.,"node.js,python",£38-£43,HoChiMinhCity,Tiki,Mid-Level,MobileDevelopment,Part-Time,2024-09-07,38,43,2024-09,40.5,8484,"FullStackWebEngineer,LeaddevelopmentofwebandfullstackprojectsutilizingNode.js.,node.js,python,£38-£43,HoChiMinhCity,Tiki,Mid-Level,MobileDevelopment,Part-Time,2024-09-07,38,43,2024-09,40.5,8484",8484
FullStackWebEngineer,DesignscalablebackendsystemswithAzuretosupportwebplatforms.,"aws,azure,golang,microservices",£40-£54,Hanoi,KMSTechnology,Mid-Level,SoftwareDevelopment,Full-Time,2024-09-26,40,54,2024-09,47.0,8485,"FullStackWebEngineer,DesignscalablebackendsystemswithAzuretosupportwebplatforms.,aws,azure,golang,microservices,£40-£54,Hanoi,KMSTechnology,Mid-Level,SoftwareDevelopment,Full-Time,2024-09-26,40,54,2024-09,47.0,8485",8485
AIEngineer,Createresponsivefront-endinterfaceswithMicroservicesformodernwebapps.,"microservices,terraform",£42-£50,HoChiMinhCity,ViettelSolutions,Mid-Level,ITInfrastructure,Part-Time,2024-04-15,42,50,2024-04,46.0,8486,"AIEngineer,Createresponsivefront-endinterfaceswithMicroservicesformodernwebapps.,microservices,terraform,£42-£50,HoChiMinhCity,ViettelSolutions,Mid-Level,ITInfrastructure,Part-Time,2024-04-15,42,50,2024-04,46.0,8486",8486
IoTSpecialist,DesignscalablebackendsystemswithKubernetestosupportwebplatforms.,"azure,kubernetes,node.js,springboot",£37-£52,HoChiMinhCity,NexlifyVietnam,Mid-Level,DataScience,Full-Time,2024-03-08,37,52,2024-03,44.5,8487,"IoTSpecialist,DesignscalablebackendsystemswithKubernetestosupportwebplatforms.,azure,kubernetes,node.js,springboot,£37-£52,HoChiMinhCity,NexlifyVietnam,Mid-Level,DataScience,Full-Time,2024-03-08,37,52,2024-03,44.5,8487",8487
JavaDeveloper,BuildfullstacksolutionsusingAWStoenhanceuserexperience.,"aws,microservices,springboot",£52-£65,CanTho,AxonActive,Senior,DataScience,Part-Time,2024-03-24,52,65,2024-03,58.5,8488,"JavaDeveloper,BuildfullstacksolutionsusingAWStoenhanceuserexperience.,aws,microservices,springboot,£52-£65,CanTho,AxonActive,Senior,DataScience,Part-Time,2024-03-24,52,65,2024-03,58.5,8488",8488
WebAppDeveloper,BuildfullstacksolutionsusingSpringBoottoenhanceuserexperience.,"golang,java,python,springboot",£36-£51,HoChiMinhCity,VinAI,Mid-Level,ArtificialIntelligence,Full-Time,2024-07-10,36,51,2024-07,43.5,8489,"WebAppDeveloper,BuildfullstacksolutionsusingSpringBoottoenhanceuserexperience.,golang,java,python,springboot,£36-£51,HoChiMinhCity,VinAI,Mid-Level,ArtificialIntelligence,Full-Time,2024-07-10,36,51,2024-07,43.5,8489",8489
JavaDeveloper,DesignscalablebackendsystemswithNode.jstosupportwebplatforms.,"node.js,python,redux,terraform",£56-£65,Remote,TMASolutions,Senior,SoftwareDevelopment,Full-Time,2024-06-11,56,65,2024-06,60.5,8490,"JavaDeveloper,DesignscalablebackendsystemswithNode.jstosupportwebplatforms.,node.js,python,redux,terraform,£56-£65,Remote,TMASolutions,Senior,SoftwareDevelopment,Full-Time,2024-06-11,56,65,2024-06,60.5,8490",8490
CloudArchitect,Createresponsivefront-endinterfaceswithAWSformodernwebapps.,"aws,kubernetes,terraform",£62-£77,HoChiMinhCity,Haravan,Senior,WebDevelopment,Contract-Type,2024-03-14,62,77,2024-03,69.5,8491,"CloudArchitect,Createresponsivefront-endinterfaceswithAWSformodernwebapps.,aws,kubernetes,terraform,£62-£77,HoChiMinhCity,Haravan,Senior,WebDevelopment,Contract-Type,2024-03-14,62,77,2024-03,69.5,8491",8491
AIEngineer,IntegrateAPIsandmicroservicesusingSpringBootforwebsystems.,"node.js,springboot",£39-£49,HoChiMinhCity,KMSTechnology,Mid-Level,ITInfrastructure,Full-Time,2024-11-20,39,49,2024-11,44.0,8492,"AIEngineer,IntegrateAPIsandmicroservicesusingSpringBootforwebsystems.,node.js,springboot,£39-£49,HoChiMinhCity,KMSTechnology,Mid-Level,ITInfrastructure,Full-Time,2024-11-20,39,49,2024-11,44.0,8492",8492
WebAppDeveloper,Createresponsivefront-endinterfaceswithJavaformodernwebapps.,"aws,java",£25-£36,HoChiMinhCity,VNG,Entry-Level,CloudComputing,Full-Time,2024-03-20,25,36,2024-03,30.5,8493,"WebAppDeveloper,Createresponsivefront-endinterfaceswithJavaformodernwebapps.,aws,java,£25-£36,HoChiMinhCity,VNG,Entry-Level,CloudComputing,Full-Time,2024-03-20,25,36,2024-03,30.5,8493",8493
FullStackWebEngineer,Createresponsivefront-endinterfaceswithGolangformodernwebapps.,"golang,react,redux,terraform",£21-£36,HoChiMinhCity,TechcombankIT,Entry-Level,MobileDevelopment,Full-Time,2024-05-28,21,36,2024-05,28.5,8494,"FullStackWebEngineer,Createresponsivefront-endinterfaceswithGolangformodernwebapps.,golang,react,redux,terraform,£21-£36,HoChiMinhCity,TechcombankIT,Entry-Level,MobileDevelopment,Full-Time,2024-05-28,21,36,2024-05,28.5,8494",8494
CloudArchitect,BuildfullstacksolutionsusingAWStoenhanceuserexperience.,"aws,azure,springboot",£60-£72,Hue,CMCGlobal,Senior,DataScience,Full-Time,2024-03-30,60,72,2024-03,66.0,8495,"CloudArchitect,BuildfullstacksolutionsusingAWStoenhanceuserexperience.,aws,azure,springboot,£60-£72,Hue,CMCGlobal,Senior,DataScience,Full-Time,2024-03-30,60,72,2024-03,66.0,8495",8495
IoTSpecialist,OptimizeJava-basedwebapplicationswithKubernetesforperformance.,"kubernetes,redux",£63-£77,Hanoi,KMSTechnology,Senior,WebDevelopment,Contract-Type,2024-03-07,63,77,2024-03,70.0,8496,"IoTSpecialist,OptimizeJava-basedwebapplicationswithKubernetesforperformance.,kubernetes,redux,£63-£77,Hanoi,KMSTechnology,Senior,WebDevelopment,Contract-Type,2024-03-07,63,77,2024-03,70.0,8496",8496
CloudArchitect,Createresponsivefront-endinterfaceswithNode.jsformodernwebapps.,"node.js,react",£39-£53,HoChiMinhCity,Haravan,Mid-Level,DataScience,Part-Time,2024-09-24,39,53,2024-09,46.0,8497,"CloudArchitect,Createresponsivefront-endinterfaceswithNode.jsformodernwebapps.,node.js,react,£39-£53,HoChiMinhCity,Haravan,Mid-Level,DataScience,Part-Time,2024-09-24,39,53,2024-09,46.0,8497",8497
FullStackWebEngineer,Createresponsivefront-endinterfaceswithPythonformodernwebapps.,"python,springboot",£58-£64,HoChiMinhCity,ViettelSolutions,Senior,ITInfrastructure,Full-Time,2024-03-01,58,64,2024-03,61.0,8498,"FullStackWebEngineer,Createresponsivefront-endinterfaceswithPythonformodernwebapps.,python,springboot,£58-£64,HoChiMinhCity,ViettelSolutions,Senior,ITInfrastructure,Full-Time,2024-03-01,58,64,2024-03,61.0,8498",8498
DevSecOpsEngineer,Createresponsivefront-endinterfaceswithNode.jsformodernwebapps.,"node.js,python,react",£55-£60,HoChiMinhCity,TMASolutions,Senior,ArtificialIntelligence,Full-Time,2024-04-25,55,60,2024-04,57.5,8499,"DevSecOpsEngineer,Createresponsivefront-endinterfaceswithNode.jsformodernwebapps.,node.js,python,react,£55-£60,HoChiMinhCity,TMASolutions,Senior,ArtificialIntelligence,Full-Time,2024-04-25,55,60,2024-04,57.5,8499",8499
JavaDeveloper,DesignscalablebackendsystemswithGolangtosupportwebplatforms.,"golang,kubernetes",£20-£35,HoChiMinhCity,TMASolutions,Entry-Level,WebDevelopment,Part-Time,2024-06-17,20,35,2024-06,27.5,8500,"JavaDeveloper,DesignscalablebackendsystemswithGolangtosupportwebplatforms.,golang,kubernetes,£20-£35,HoChiMinhCity,TMASolutions,Entry-Level,WebDevelopment,Part-Time,2024-06-17,20,35,2024-06,27.5,8500",8500
DevSecOpsEngineer,BuildfullstacksolutionsusingJavatoenhanceuserexperience.,"aws,java,springboot,terraform",£26-£37,Hanoi,ViettelSolutions,Entry-Level,ArtificialIntelligence,Full-Time,2024-08-01,26,37,2024-08,31.5,8501,"DevSecOpsEngineer,BuildfullstacksolutionsusingJavatoenhanceuserexperience.,aws,java,springboot,terraform,£26-£37,Hanoi,ViettelSolutions,Entry-Level,ArtificialIntelligence,Full-Time,2024-08-01,26,37,2024-08,31.5,8501",8501
AIEngineer,IntegrateAPIsandmicroservicesusingAzureforwebsystems.,"aws,azure,redux",£21-£33,Hanoi,NexlifyVietnam,Entry-Level,CloudComputing,Full-Time,2024-08-28,21,33,2024-08,27.0,8502,"AIEngineer,IntegrateAPIsandmicroservicesusingAzureforwebsystems.,aws,azure,redux,£21-£33,Hanoi,NexlifyVietnam,Entry-Level,CloudComputing,Full-Time,2024-08-28,21,33,2024-08,27.0,8502",8502
CybersecurityAnalyst,Createresponsivefront-endinterfaceswithTerraformformodernwebapps.,"springboot,terraform",£17-£25,HaiPhong,VNG,Entry-Level,DataScience,Contract-Type,2024-06-15,17,25,2024-06,21.0,8503,"CybersecurityAnalyst,Createresponsivefront-endinterfaceswithTerraformformodernwebapps.,springboot,terraform,£17-£25,HaiPhong,VNG,Entry-Level,DataScience,Contract-Type,2024-06-15,17,25,2024-06,21.0,8503",8503
FullStackWebEngineer,LeaddevelopmentofwebandfullstackprojectsutilizingAzure.,"azure,microservices,python",£61-£67,Hanoi,CMCGlobal,Senior,WebDevelopment,Contract-Type,2024-12-28,61,67,2024-12,64.0,8504,"FullStackWebEngineer,LeaddevelopmentofwebandfullstackprojectsutilizingAzure.,azure,microservices,python,£61-£67,Hanoi,CMCGlobal,Senior,WebDevelopment,Contract-Type,2024-12-28,61,67,2024-12,64.0,8504",8504
JavaDeveloper,BuildfullstacksolutionsusingNode.jstoenhanceuserexperience.,"microservices,node.js,terraform",£53-£68,Remote,CMCGlobal,Senior,WebDevelopment,Full-Time,2024-03-15,53,68,2024-03,60.5,8505,"JavaDeveloper,BuildfullstacksolutionsusingNode.jstoenhanceuserexperience.,microservices,node.js,terraform,£53-£68,Remote,CMCGlobal,Senior,WebDevelopment,Full-Time,2024-03-15,53,68,2024-03,60.5,8505",8505
CybersecurityAnalyst,BuildfullstacksolutionsusingReacttoenhanceuserexperience.,"java,react",£32-£43,HoChiMinhCity,CMCGlobal,Mid-Level,MobileDevelopment,Full-Time,2024-10-25,32,43,2024-10,37.5,8506,"CybersecurityAnalyst,BuildfullstacksolutionsusingReacttoenhanceuserexperience.,java,react,£32-£43,HoChiMinhCity,CMCGlobal,Mid-Level,MobileDevelopment,Full-Time,2024-10-25,32,43,2024-10,37.5,8506",8506
FullStackWebEngineer,BuildfullstacksolutionsusingAzuretoenhanceuserexperience.,"azure,java,kubernetes,node.js",£37-£50,HoChiMinhCity,NexlifyVietnam,Mid-Level,WebDevelopment,Full-Time,2024-01-09,37,50,2024-01,43.5,8507,"FullStackWebEngineer,BuildfullstacksolutionsusingAzuretoenhanceuserexperience.,azure,java,kubernetes,node.js,£37-£50,HoChiMinhCity,NexlifyVietnam,Mid-Level,WebDevelopment,Full-Time,2024-01-09,37,50,2024-01,43.5,8507",8507
CybersecurityAnalyst,BuildfullstacksolutionsusingAzuretoenhanceuserexperience.,"azure,react,springboot,terraform",£21-£31,Hanoi,FPTSoftware,Entry-Level,CloudComputing,Full-Time,2024-09-22,21,31,2024-09,26.0,8508,"CybersecurityAnalyst,BuildfullstacksolutionsusingAzuretoenhanceuserexperience.,azure,react,springboot,terraform,£21-£31,Hanoi,FPTSoftware,Entry-Level,CloudComputing,Full-Time,2024-09-22,21,31,2024-09,26.0,8508",8508
WebAppDeveloper,DesignscalablebackendsystemswithNode.jstosupportwebplatforms.,"aws,node.js,terraform",£33-£48,HoChiMinhCity,CMCGlobal,Mid-Level,ITInfrastructure,Part-Time,2024-07-20,33,48,2024-07,40.5,8509,"WebAppDeveloper,DesignscalablebackendsystemswithNode.jstosupportwebplatforms.,aws,node.js,terraform,£33-£48,HoChiMinhCity,CMCGlobal,Mid-Level,ITInfrastructure,Part-Time,2024-07-20,33,48,2024-07,40.5,8509",8509
WebAppDeveloper,IntegrateAPIsandmicroservicesusingMicroservicesforwebsystems.,"golang,microservices,node.js,python",£60-£69,Remote,ShopeeVietnam,Senior,MobileDevelopment,Part-Time,2024-11-28,60,69,2024-11,64.5,8510,"WebAppDeveloper,IntegrateAPIsandmicroservicesusingMicroservicesforwebsystems.,golang,microservices,node.js,python,£60-£69,Remote,ShopeeVietnam,Senior,MobileDevelopment,Part-Time,2024-11-28,60,69,2024-11,64.5,8510",8510
FullStackWebEngineer,LeaddevelopmentofwebandfullstackprojectsutilizingTerraform.,"golang,react,springboot,terraform",£35-£46,Hanoi,KMSTechnology,Mid-Level,CloudComputing,Full-Time,2024-10-17,35,46,2024-10,40.5,8511,"FullStackWebEngineer,LeaddevelopmentofwebandfullstackprojectsutilizingTerraform.,golang,react,springboot,terraform,£35-£46,Hanoi,KMSTechnology,Mid-Level,CloudComputing,Full-Time,2024-10-17,35,46,2024-10,40.5,8511",8511
FullStackWebEngineer,IntegrateAPIsandmicroservicesusingAWSforwebsystems.,"aws,azure,node.js",£36-£49,Remote,TechcombankIT,Mid-Level,ArtificialIntelligence,Full-Time,2024-02-13,36,49,2024-02,42.5,8512,"FullStackWebEngineer,IntegrateAPIsandmicroservicesusingAWSforwebsystems.,aws,azure,node.js,£36-£49,Remote,TechcombankIT,Mid-Level,ArtificialIntelligence,Full-Time,2024-02-13,36,49,2024-02,42.5,8512",8512
DevSecOpsEngineer,Createresponsivefront-endinterfaceswithNode.jsformodernwebapps.,"aws,golang,node.js",£21-£33,Hanoi,ShopeeVietnam,Entry-Level,DataScience,Part-Time,2024-07-14,21,33,2024-07,27.0,8513,"DevSecOpsEngineer,Createresponsivefront-endinterfaceswithNode.jsformodernwebapps.,aws,golang,node.js,£21-£33,Hanoi,ShopeeVietnam,Entry-Level,DataScience,Part-Time,2024-07-14,21,33,2024-07,27.0,8513",8513
DevSecOpsEngineer,DesignscalablebackendsystemswithMicroservicestosupportwebplatforms.,"golang,microservices",£30-£39,Hanoi,FPTSoftware,Entry-Level,SoftwareDevelopment,Full-Time,2024-05-31,30,39,2024-05,34.5,8514,"DevSecOpsEngineer,DesignscalablebackendsystemswithMicroservicestosupportwebplatforms.,golang,microservices,£30-£39,Hanoi,FPTSoftware,Entry-Level,SoftwareDevelopment,Full-Time,2024-05-31,30,39,2024-05,34.5,8514",8514
DevSecOpsEngineer,LeaddevelopmentofwebandfullstackprojectsutilizingNode.js.,"azure,kubernetes,node.js,python",£32-£43,HoChiMinhCity,TMASolutions,Mid-Level,WebDevelopment,Part-Time,2024-01-13,32,43,2024-01,37.5,8515,"DevSecOpsEngineer,LeaddevelopmentofwebandfullstackprojectsutilizingNode.js.,azure,kubernetes,node.js,python,£32-£43,HoChiMinhCity,TMASolutions,Mid-Level,WebDevelopment,Part-Time,2024-01-13,32,43,2024-01,37.5,8515",8515
